"Ticker","FilingDate","OneDayReturn"
"OCCI",2024-09-04 20:52:00,-0.00695131052091269
"TRGP",2024-09-04 20:52:00,-0.00695131052091269
"EA",2024-09-04 20:52:00,-0.00695131052091269
"RUN",2024-09-04 20:51:00,-0.00695131052091269
"RUN",2024-09-04 20:51:00,-0.00695131052091269
"RUN",2024-09-04 20:51:00,-0.00695131052091269
"RUN",2024-09-04 20:51:00,-0.00695131052091269
"RUN",2024-09-04 20:42:00,-0.00695131052091269
"SPLP",2024-09-04 20:51:00,-0.00695131052091269
"STCN",2024-09-04 20:51:00,-0.00695131052091269
"ETR",2024-09-04 20:51:00,-0.00695131052091269
"ETR",2024-09-04 20:51:00,-0.00695131052091269
"ETR",2024-09-04 20:42:00,-0.00695131052091269
"ETR",2024-09-04 20:42:00,-0.00695131052091269
"SRI",2024-09-04 20:42:00,-0.00695131052091269
"NFLX",2024-09-04 20:42:00,-0.00695131052091269
"NFLX",2024-09-04 20:42:00,-0.00695131052091269
"TNGX",2024-09-04 20:42:00,-0.00695131052091269
"AX",2024-09-04 20:41:00,-0.00695131052091269
"AX",2024-09-04 20:35:00,-0.00695131052091269
"AX",2024-09-04 20:33:00,-0.00695131052091269
"AX",2024-09-04 20:33:00,-0.00695131052091269
"AX",2024-09-04 20:33:00,-0.00695131052091269
"AX",2024-09-04 20:33:00,-0.00695131052091269
"AX",2024-09-04 20:33:00,-0.00695131052091269
"AX",2024-09-04 20:33:00,-0.00695131052091269
"AX",2024-09-04 20:33:00,-0.00695131052091269
"INTU",2024-09-04 20:36:00,-0.00695131052091269
"INTU",2024-09-04 20:32:00,-0.00695131052091269
"INTU",2024-09-04 20:28:00,-0.00695131052091269
"INTU",2024-09-04 20:20:00,-0.00695131052091269
"INTU",2024-09-04 20:19:00,-0.00695131052091269
"INTU",2024-09-04 20:19:00,-0.00695131052091269
"INTU",2024-09-04 20:10:00,-0.00695131052091269
"INTU",2024-09-04 20:10:00,-0.00695131052091269
"INTU",2024-09-04 20:10:00,-0.00695131052091269
"INTU",2024-09-04 20:08:00,-0.00695131052091269
"INTU",2024-09-04 20:03:00,-0.00695131052091269
"BHF",2024-09-04 20:36:00,-0.00695131052091269
"BHF",2024-09-04 20:36:00,-0.00695131052091269
"BHF",2024-09-04 20:27:00,-0.00695131052091269
"BHF",2024-09-04 20:10:00,-0.00695131052091269
"GRMN",2024-09-04 20:35:00,-0.00695131052091269
"BIO",2024-09-04 20:35:00,-0.00695131052091269
"BIO",2024-09-04 20:35:00,-0.00695131052091269
"BIO",2024-09-04 20:35:00,-0.00695131052091269
"BIO",2024-09-04 20:25:00,-0.00695131052091269
"BIO",2024-09-04 20:25:00,-0.00695131052091269
"BIO",2024-09-04 20:25:00,-0.00695131052091269
"BIO",2024-09-04 20:24:00,-0.00695131052091269
"BIO",2024-09-04 20:24:00,-0.00695131052091269
"BIO",2024-09-04 20:24:00,-0.00695131052091269
"BIO",2024-09-04 20:24:00,-0.00695131052091269
"BIO",2024-09-04 20:19:00,-0.00695131052091269
"BIO",2024-09-04 20:19:00,-0.00695131052091269
"BIO",2024-09-04 20:08:00,-0.00695131052091269
"BIO",2024-09-04 20:08:00,-0.00695131052091269
"BIO",2024-09-04 20:08:00,-0.00695131052091269
"ACDC",2024-09-04 20:33:00,-0.00695131052091269
"ACDC",2024-09-04 20:33:00,-0.00695131052091269
"ANGI",2024-09-04 20:32:00,-0.00695131052091269
"AFRM",2024-09-04 20:28:00,-0.00695131052091269
